code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,disability,total_dataplus_clicks,total_dualpane_clicks,total_external_quiz_clicks,total_folder_clicks,total_forum_clicks,total_glossary_clicks,total_homepage_clicks,total_hrml_clicks,total_collaborate_clicks,total_content_clicks,total_elluminate_clicks,total_wiki_clicks,total_page_clicks,total_questionnaire_clicks,total_quiz_clicks,total_repeated_clicks,total_resource_clicks,total_shared_clicks,total_subpage_clicks,total_url_clicks,total_activities,total_clicks,label
DDD,2013-Oct,40563,F,South East Region,A Level or Equivalent,0-10%,0-35,N,0,114,20,1,1,0,1,119,0,77,0,0,32,0,52,0,0,0,2,12,98,431,Pass
DDD,2013-Oct,42818,F,East Anglian Region,Lower Than A Level,40-50%,0-35,Y,1,19,0,1,1,1,0,22,0,9,1,0,20,0,0,0,0,1,0,1,19,77,Fail
DDD,2013-Oct,47063,M,London Region,HE Qualification,40-50%,35-55,N,0,33,1,1,1,3,0,0,1,53,1,0,13,0,0,0,0,0,1,11,42,119,Withdrawn
DDD,2013-Oct,48152,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,N,0,71,11,1,1,3,0,45,0,95,0,11,158,1,62,0,0,0,2,36,84,497,Pass
DDD,2013-Oct,50610,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,Y,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,7,7,Fail
DDD,2013-Oct,51163,M,London Region,HE Qualification,20-30%,35-55,N,0,377,27,1,1,22,0,59,2,223,0,71,211,0,10,0,0,0,1,95,124,1100,Pass
DDD,2013-Oct,57227,F,North Western Region,Lower Than A Level,60-70%,0-35,N,1,223,13,1,1,15,0,310,9,401,1,11,128,0,50,0,0,0,1,37,119,1202,Pass
DDD,2013-Oct,57818,M,Wales,A Level or Equivalent,80-90%,35-55,N,0,768,82,1,1,37,0,450,0,528,0,6,126,0,313,1,0,0,2,98,198,2413,Pass
DDD,2013-Oct,59275,M,Scotland,HE Qualification,40-50%,0-35,N,0,50,1,2,0,0,0,97,0,64,1,1,141,0,23,0,0,0,1,23,40,404,Fail
DDD,2013-Oct,59370,M,Ireland,A Level or Equivalent,0-10%,35-55,N,0,346,13,1,1,15,1,560,6,461,0,18,263,0,97,0,0,0,2,70,155,1854,Pass
DDD,2013-Oct,63566,M,South East Region,HE Qualification,70-80%,55<=,N,0,308,24,1,0,3,0,156,1,250,0,11,34,1,129,0,0,0,1,84,125,1003,Fail
DDD,2013-Oct,63856,M,Scotland,A Level or Equivalent,60-70%,35-55,N,0,133,10,1,1,4,0,307,0,236,0,7,82,0,82,0,0,0,2,64,141,929,Pass
DDD,2013-Oct,66047,F,North Western Region,HE Qualification,0-10%,0-35,Y,0,7,2,1,1,0,1,4,0,9,1,0,5,0,0,0,0,1,0,2,16,34,Withdrawn
DDD,2013-Oct,66577,F,North Western Region,HE Qualification,10-20%,0-35,N,0,15,0,1,1,0,0,1,8,14,1,0,0,0,0,0,0,0,1,3,19,45,Fail
DDD,2013-Oct,67471,F,London Region,Lower Than A Level,20-30%,0-35,N,1,240,18,1,1,34,0,125,2,153,0,12,120,0,76,0,0,0,1,66,129,850,Pass
DDD,2013-Oct,67505,F,North Region,A Level or Equivalent,10-20%,35-55,N,0,209,13,0,2,2,0,173,30,225,0,2,80,0,189,0,1,0,2,51,98,979,Fail
DDD,2013-Oct,68011,M,London Region,A Level or Equivalent,90-100%,0-35,N,0,60,4,2,0,2,0,61,1,62,0,0,35,0,40,1,0,0,2,26,48,296,Withdrawn
DDD,2013-Oct,68376,M,Yorkshire Region,HE Qualification,90-100%,0-35,N,0,192,31,2,0,15,0,274,0,287,0,1,37,0,60,1,0,1,1,81,135,983,Pass
DDD,2013-Oct,69489,M,South West Region,Lower Than A Level,80-90%,0-35,N,1,0,0,2,0,0,0,20,0,1,0,0,0,0,4,0,0,0,1,1,11,30,Withdrawn
DDD,2013-Oct,71209,M,South East Region,Lower Than A Level,50-60%,35-55,N,1,46,1,1,1,1,0,150,0,110,0,44,15,0,59,0,0,0,1,7,100,437,Pass
DDD,2013-Oct,74502,F,Wales,Lower Than A Level,60-70%,0-35,N,1,591,19,1,1,31,0,968,0,778,0,28,512,0,118,1,0,0,1,150,199,3200,Pass
DDD,2013-Oct,77241,M,West Midlands Region,Lower Than A Level,30-40%,35-55,N,1,11,1,1,1,0,0,47,0,27,0,0,29,0,35,0,1,0,1,5,38,160,Withdrawn
DDD,2013-Oct,78170,F,West Midlands Region,Lower Than A Level,30-40%,0-35,N,1,305,38,1,1,3,0,875,3,452,0,5,236,0,178,0,1,0,1,79,154,2179,Fail
DDD,2013-Oct,80329,M,South Region,Lower Than A Level,80-90%,0-35,N,1,48,3,2,0,3,0,6,0,105,0,1,43,1,1,0,0,0,1,20,44,235,Withdrawn
DDD,2013-Oct,80868,M,South West Region,Lower Than A Level,80-90%,0-35,N,1,321,177,2,0,3,0,1392,0,1388,0,48,536,0,146,0,0,0,1,183,202,4198,Pass
DDD,2013-Oct,82088,F,East Midlands Region,HE Qualification,70-80%,35-55,N,0,73,92,0,2,5,1,186,12,228,0,0,32,1,14,0,0,0,1,23,69,670,Fail
DDD,2013-Oct,84605,M,North Region,A Level or Equivalent,10-20%,35-55,N,0,84,13,1,1,8,0,175,0,186,0,0,159,0,8,0,1,0,2,32,54,670,Withdrawn
DDD,2013-Oct,85325,F,South Region,Lower Than A Level,80-90%,0-35,N,1,24,3,1,1,2,0,6,0,15,0,1,16,1,1,0,0,0,1,6,24,79,Withdrawn
DDD,2013-Oct,89188,F,South Region,A Level or Equivalent,50-60%,0-35,Y,0,292,12,1,1,15,0,563,102,317,0,7,132,1,83,0,0,1,1,50,143,1578,Pass
DDD,2013-Oct,89727,F,Wales,A Level or Equivalent,40-50%,0-35,N,0,31,12,1,1,1,0,81,0,72,1,0,35,0,86,1,0,0,2,12,73,336,Fail
DDD,2013-Oct,90979,F,East Anglian Region,HE Qualification,80-90%,35-55,N,0,6,0,0,2,2,0,38,0,58,0,0,24,0,2,0,0,0,1,5,43,138,Fail
DDD,2013-Oct,91354,M,Ireland,A Level or Equivalent,90-100%,0-35,Y,0,31,0,2,0,1,0,1,0,17,0,0,9,0,0,1,0,1,1,12,26,76,Withdrawn
DDD,2013-Oct,92312,M,Wales,Lower Than A Level,50-60%,0-35,N,1,2,0,2,0,0,0,0,0,6,0,1,16,0,0,1,0,0,1,1,12,31,Fail
DDD,2013-Oct,92391,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,N,0,27,1,0,2,1,0,38,0,58,1,5,2,0,6,0,0,0,2,10,30,153,Fail
DDD,2013-Oct,102850,F,South West Region,A Level or Equivalent,70-80%,35-55,N,0,279,25,0,2,11,0,583,12,265,0,8,249,1,83,0,0,0,2,56,163,1576,Pass
DDD,2013-Oct,103800,M,Wales,A Level or Equivalent,40-50%,0-35,N,0,38,0,2,0,1,0,0,0,63,1,0,15,0,18,1,0,0,2,20,46,161,Pass
DDD,2013-Oct,104643,F,South West Region,A Level or Equivalent,70-80%,0-35,N,0,235,25,1,1,3,0,473,0,244,0,19,87,1,151,0,0,0,2,68,150,1310,Pass
DDD,2013-Oct,104772,M,South West Region,A Level or Equivalent,70-80%,35-55,N,0,125,21,1,1,3,0,75,0,127,0,1,84,1,37,0,0,0,2,31,62,509,Withdrawn
DDD,2013-Oct,105523,M,Scotland,HE Qualification,60-70%,35-55,N,0,152,16,1,1,11,0,90,0,228,0,6,151,0,30,0,0,0,1,43,110,730,Pass
DDD,2013-Oct,108789,M,London Region,A Level or Equivalent,10-20%,0-35,Y,0,10,0,2,0,0,0,3,1,20,0,0,24,0,0,0,0,1,1,1,12,63,Fail
DDD,2013-Oct,111360,M,West Midlands Region,HE Qualification,30-40%,0-35,N,0,78,15,2,0,2,0,16,0,90,0,0,39,0,55,0,1,0,1,13,65,312,Fail
DDD,2013-Oct,111548,F,South West Region,A Level or Equivalent,70-80%,0-35,N,0,55,2,1,1,0,0,73,0,92,0,3,151,1,23,0,0,0,2,40,55,444,Withdrawn
DDD,2013-Oct,111926,M,East Anglian Region,Lower Than A Level,30-40%,0-35,N,1,187,10,2,0,12,0,166,0,179,0,7,129,0,79,0,0,0,1,55,98,828,Fail
DDD,2013-Oct,114558,M,North Region,Lower Than A Level,10-20%,0-35,N,1,316,42,2,0,42,0,255,12,366,0,19,21,0,101,0,1,0,1,72,172,1251,Pass
DDD,2013-Oct,118887,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,N,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,8,8,Withdrawn
DDD,2013-Oct,120999,M,East Anglian Region,Lower Than A Level,80-90%,0-35,N,1,90,10,2,0,29,0,89,0,108,0,14,30,0,99,0,0,0,1,25,102,498,Pass
DDD,2013-Oct,122739,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,N,0,62,5,2,0,1,0,71,0,82,0,0,140,0,48,0,0,1,2,21,88,435,Fail
DDD,2013-Oct,123497,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,N,0,101,3,2,0,1,0,76,0,80,0,4,26,1,20,0,0,0,2,36,46,352,Fail
DDD,2013-Oct,123598,M,Scotland,A Level or Equivalent,50-60%,0-35,Y,0,243,29,2,0,2,0,151,0,141,0,12,108,0,42,0,0,1,1,76,118,808,Distinction
DDD,2013-Oct,123957,F,North Western Region,Lower Than A Level,70-80%,0-35,N,1,47,4,1,1,0,0,109,0,119,1,1,115,1,24,0,0,0,1,20,60,445,Withdrawn
DDD,2013-Oct,124006,F,Scotland,A Level or Equivalent,30-40%,0-35,Y,0,163,12,1,1,10,0,163,4,121,0,2,74,0,30,0,0,1,1,45,99,628,Pass
DDD,2013-Oct,124387,M,Scotland,Post Graduate Qualification,80-90%,35-55,N,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,7,7,Withdrawn
DDD,2013-Oct,126394,M,Wales,A Level or Equivalent,90-100%,0-35,N,0,356,5,2,0,3,0,408,0,443,0,8,470,0,53,2,0,0,2,91,118,1843,Pass
DDD,2013-Oct,126812,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,N,0,422,16,1,1,7,1,625,0,516,1,4,86,0,94,0,0,0,2,78,148,1854,Pass
DDD,2013-Oct,127988,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,N,0,41,1,2,0,9,0,26,0,51,0,0,22,0,1,0,0,1,2,15,49,171,Pass
DDD,2013-Oct,128656,F,North Region,A Level or Equivalent,10-20%,0-35,N,0,125,10,1,1,1,0,44,0,46,0,1,19,0,32,0,0,0,2,25,54,307,Pass
DDD,2013-Oct,128965,M,South West Region,A Level or Equivalent,60-70%,55<=,N,0,104,6,1,0,16,0,98,120,62,0,12,25,0,50,0,0,0,2,19,84,515,Pass
DDD,2013-Oct,130467,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,N,0,186,19,2,0,5,0,260,0,235,0,16,38,1,110,0,1,0,2,67,131,942,Pass
DDD,2013-Oct,130671,F,West Midlands Region,Lower Than A Level,70-80%,0-35,N,1,47,2,1,1,10,0,177,0,233,0,0,222,1,81,0,1,0,1,68,104,846,Pass
DDD,2013-Oct,130837,M,Scotland,A Level or Equivalent,10-20%,0-35,Y,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,7,7,Fail
DDD,2013-Oct,131222,M,South Region,A Level or Equivalent,90-100%,0-35,N,0,386,59,2,0,14,0,733,0,447,0,18,46,1,133,1,0,0,2,32,159,1874,Pass
DDD,2013-Oct,132401,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,N,1,199,33,2,0,2,0,119,1,230,0,6,169,1,15,0,0,1,1,41,106,821,Fail
DDD,2013-Oct,135385,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,N,0,498,50,0,2,18,0,490,6,554,0,41,465,0,188,0,0,0,2,76,192,2390,Pass
DDD,2013-Oct,138709,M,North Region,Lower Than A Level,10-20%,0-35,Y,1,8,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,8,15,Withdrawn
DDD,2013-Oct,138715,M,South East Region,A Level or Equivalent,0-10%,0-35,N,0,53,2,2,0,0,1,59,0,110,0,6,187,0,28,0,0,0,2,28,79,478,Withdrawn
DDD,2013-Oct,139843,M,North Western Region,HE Qualification,0-10%,0-35,N,0,17,3,2,0,2,1,36,0,19,1,0,34,0,5,0,0,0,1,7,32,128,Fail
DDD,2013-Oct,140807,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,Y,0,513,69,1,1,14,1,894,0,659,0,15,114,0,93,0,0,1,1,66,166,2442,Pass
DDD,2013-Oct,141301,M,West Midlands Region,Lower Than A Level,10-20%,0-35,N,1,21,1,2,0,0,0,51,0,44,0,1,59,0,0,0,1,0,1,7,36,189,Withdrawn
DDD,2013-Oct,142998,F,North Western Region,HE Qualification,20-30%,35-55,Y,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,7,7,Withdrawn
DDD,2013-Oct,144895,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,N,0,162,18,2,0,7,0,671,0,258,0,61,44,1,21,0,0,0,2,24,133,1271,Pass
DDD,2013-Oct,146485,M,North Region,Lower Than A Level,70-80%,0-35,N,1,26,3,2,0,1,0,194,0,150,0,13,34,1,73,0,0,0,1,13,76,512,Fail
DDD,2013-Oct,146666,F,East Anglian Region,HE Qualification,60-70%,35-55,N,0,226,30,0,2,6,0,123,0,134,0,1,114,0,41,0,0,0,1,32,116,710,Fail
DDD,2013-Oct,148008,M,North Western Region,A Level or Equivalent,50-60%,0-35,N,0,17,4,2,0,0,0,51,0,98,1,26,146,0,24,0,0,0,2,28,73,399,Fail
DDD,2013-Oct,148515,F,Scotland,Lower Than A Level,30-40%,0-35,N,1,11,0,1,1,0,0,0,0,8,0,1,5,0,0,0,0,0,1,2,11,31,Fail
DDD,2013-Oct,156783,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,N,1,115,9,2,0,20,0,99,0,234,0,4,259,0,119,1,0,1,1,25,138,890,Pass
DDD,2013-Oct,157310,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,N,1,99,7,1,1,6,0,129,0,203,1,28,156,0,43,0,0,1,1,54,110,731,Pass
DDD,2013-Oct,158611,M,East Midlands Region,HE Qualification,80-90%,0-35,N,0,82,14,2,0,1,1,59,0,187,0,13,148,0,53,0,0,0,1,34,121,595,Pass
DDD,2013-Oct,162337,F,West Midlands Region,Lower Than A Level,30-40%,0-35,N,1,14,1,1,1,0,0,119,0,67,0,1,38,0,8,0,1,0,1,6,36,259,Fail
DDD,2013-Oct,164935,M,North Western Region,HE Qualification,50-60%,0-35,N,0,218,9,2,0,21,0,45,0,187,1,9,42,0,64,0,0,0,1,54,88,653,Pass
DDD,2013-Oct,165178,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,N,0,3,4,1,1,0,0,47,0,32,1,0,8,0,4,0,1,0,2,1,21,105,Withdrawn
DDD,2013-Oct,169079,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,N,0,172,9,2,0,19,0,365,0,456,0,9,257,0,186,0,1,0,2,69,129,1547,Distinction
DDD,2013-Oct,169700,M,North Western Region,No Formal quals,0-10%,35-55,N,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,7,7,Fail
DDD,2013-Oct,173004,F,Ireland,HE Qualification,60-70%,0-35,N,0,19,0,1,1,1,0,61,0,50,0,2,3,0,0,0,0,0,1,14,41,153,Fail
DDD,2013-Oct,173370,M,South Region,Lower Than A Level,90-100%,0-35,N,1,115,6,2,0,11,0,473,0,302,0,15,152,1,70,1,0,0,1,61,131,1211,Pass
DDD,2013-Oct,177354,F,Wales,Lower Than A Level,80-90%,0-35,N,1,131,10,1,1,15,0,149,0,181,0,3,233,0,97,1,0,0,1,49,106,873,Pass
DDD,2013-Oct,178020,F,London Region,No Formal quals,20-30%,0-35,N,0,258,42,1,1,40,0,50,2,170,0,0,256,0,27,0,0,0,1,110,101,958,Pass
DDD,2013-Oct,179718,F,South East Region,HE Qualification,20-30%,35-55,Y,0,302,58,0,2,1,0,86,1,196,0,0,102,0,54,0,0,1,0,80,125,883,Fail
DDD,2013-Oct,179904,M,North Western Region,A Level or Equivalent,70-80%,0-35,N,0,114,6,2,0,1,0,168,6,84,1,0,48,1,39,0,0,0,2,36,50,508,Fail
DDD,2013-Oct,180651,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,N,1,335,41,2,0,0,0,36,3,132,0,1,29,1,103,0,0,1,1,77,129,763,Pass
DDD,2013-Oct,184025,F,North Region,Lower Than A Level,20-30%,35-55,N,1,12,0,0,2,0,0,11,1,15,0,4,15,0,0,0,0,0,1,3,18,65,Fail
DDD,2013-Oct,185024,F,West Midlands Region,Lower Than A Level,0-10%,0-35,Y,1,17,1,1,1,0,1,16,0,31,0,0,5,0,5,0,1,1,0,6,25,87,Withdrawn
DDD,2013-Oct,185127,M,London Region,A Level or Equivalent,20-30%,0-35,N,0,126,22,2,0,6,0,67,2,108,0,3,18,0,53,0,0,0,2,35,90,444,Pass
DDD,2013-Oct,188875,M,Yorkshire Region,HE Qualification,10-20%,35-55,N,0,35,0,1,1,2,0,62,0,28,0,0,22,0,20,0,0,1,1,7,21,180,Fail
DDD,2013-Oct,189624,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,N,0,356,30,2,0,7,0,179,0,455,0,14,372,0,82,0,1,0,2,64,149,1564,Pass
DDD,2013-Oct,191445,M,South Region,Lower Than A Level,50-60%,0-35,N,1,206,25,2,0,6,0,151,4,231,0,2,78,1,29,0,0,0,1,50,137,787,Fail
DDD,2013-Oct,202489,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,N,1,118,5,2,0,0,1,19,0,38,0,0,2,0,0,0,0,1,1,5,24,193,Withdrawn
DDD,2013-Oct,203066,F,North Region,A Level or Equivalent,20-30%,0-35,N,0,280,19,1,1,15,0,319,1,211,0,27,26,0,74,0,0,0,2,63,162,1039,Pass
DDD,2013-Oct,204182,M,South West Region,A Level or Equivalent,90-100%,0-35,N,0,214,11,2,0,31,0,59,0,225,0,12,224,0,21,1,0,0,2,86,116,888,Pass
DDD,2013-Oct,204505,M,North Western Region,HE Qualification,40-50%,0-35,N,0,135,10,2,0,4,0,197,0,7249,2,17,398,0,78,0,0,0,1,72,146,8165,Pass
DDD,2013-Oct,205417,M,West Midlands Region,Lower Than A Level,80-90%,0-35,N,1,4,0,2,0,0,0,17,0,11,0,0,1,0,1,0,1,0,1,3,15,42,Withdrawn
DDD,2013-Oct,205442,M,Ireland,HE Qualification,0-10%,35-55,N,0,201,14,1,1,16,0,190,0,188,0,30,82,0,117,0,1,0,1,34,136,876,Pass
DDD,2013-Oct,227020,M,North Western Region,A Level or Equivalent,30-40%,0-35,N,0,38,2,2,0,1,0,61,2,64,1,9,76,0,40,0,0,0,2,30,84,328,Fail
DDD,2013-Oct,227167,F,South East Region,A Level or Equivalent,60-70%,0-35,N,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,7,7,Withdrawn
DDD,2013-Oct,228695,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,N,0,43,2,2,0,0,1,39,0,37,1,1,112,0,13,0,0,0,2,20,42,273,Withdrawn
DDD,2013-Oct,228888,F,South Region,A Level or Equivalent,70-80%,35-55,N,0,122,14,0,2,8,0,58,0,64,0,4,22,2,34,0,0,0,2,46,67,378,Pass
DDD,2013-Oct,230510,M,South Region,Lower Than A Level,10-20%,0-35,Y,1,4,1,2,0,0,0,16,0,26,0,0,86,1,2,0,0,1,0,13,25,153,Fail
DDD,2013-Oct,231572,M,South West Region,A Level or Equivalent,50-60%,0-35,N,0,84,2,2,0,2,0,86,0,89,0,6,175,0,23,0,0,0,2,43,111,514,Pass
DDD,2013-Oct,232078,M,Yorkshire Region,HE Qualification,10-20%,35-55,N,0,125,15,1,1,2,0,27,0,82,0,2,107,0,0,0,0,1,1,32,55,396,Withdrawn
DDD,2013-Oct,234406,F,Scotland,HE Qualification,60-70%,0-35,N,0,230,19,1,1,0,0,125,0,213,0,15,243,0,98,0,0,0,1,58,123,1004,Pass
DDD,2013-Oct,234827,M,South Region,Lower Than A Level,90-100%,0-35,Y,1,0,0,2,0,0,0,0,0,3,0,1,0,1,0,1,0,1,0,1,9,11,Withdrawn
DDD,2013-Oct,235777,M,London Region,A Level or Equivalent,10-20%,0-35,N,0,242,10,2,0,3,0,65,1,179,0,1,50,0,168,0,0,0,2,16,54,739,Withdrawn
DDD,2013-Oct,236150,F,Wales,HE Qualification,80-90%,35-55,N,0,6,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,8,13,Withdrawn
DDD,2013-Oct,236857,M,North Western Region,Lower Than A Level,70-80%,0-35,N,1,162,6,2,0,6,0,125,5,85,1,0,29,1,49,0,0,0,1,71,87,544,Pass
DDD,2013-Oct,236953,F,South East Region,A Level or Equivalent,80-90%,0-35,N,0,244,37,1,1,13,0,437,0,403,0,22,71,0,63,0,0,0,2,35,165,1329,Pass
DDD,2013-Oct,237418,F,London Region,A Level or Equivalent,20-30%,35-55,Y,0,27,4,0,2,0,0,5,2,4,0,0,6,0,14,0,0,1,1,2,22,68,Withdrawn
DDD,2013-Oct,237506,M,North Western Region,Lower Than A Level,60-70%,0-35,N,1,17,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,9,25,Fail
DDD,2013-Oct,237602,F,South East Region,Lower Than A Level,10-20%,0-35,N,1,236,26,1,1,32,0,260,0,266,0,18,92,0,78,0,0,0,1,44,155,1056,Pass
DDD,2013-Oct,237808,M,East Anglian Region,Lower Than A Level,90-100%,35-55,N,1,26,0,1,1,2,0,121,0,19,0,1,12,0,8,1,0,0,1,25,28,219,Fail
DDD,2013-Oct,238800,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,N,0,35,2,2,0,2,1,3,0,33,0,1,175,0,0,0,0,0,2,23,49,279,Fail
DDD,2013-Oct,238983,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,Y,0,262,25,1,1,22,0,1052,6,739,0,20,81,0,193,0,1,1,1,56,168,2461,Pass
DDD,2013-Oct,240641,F,North Region,A Level or Equivalent,10-20%,0-35,N,0,89,19,1,1,15,0,320,0,223,0,5,128,0,57,0,1,0,2,42,136,903,Pass
DDD,2013-Oct,242472,M,South Region,Lower Than A Level,30-40%,35-55,N,1,160,19,1,1,2,0,125,0,173,0,0,214,1,139,0,0,0,1,64,79,901,Fail
DDD,2013-Oct,243372,M,South West Region,A Level or Equivalent,70-80%,35-55,N,0,349,8,1,1,18,0,481,110,456,0,6,41,1,143,0,0,0,2,56,158,1673,Pass
DDD,2013-Oct,244738,M,London Region,A Level or Equivalent,40-50%,0-35,N,0,329,15,2,0,31,0,331,1,233,1,0,265,0,68,0,0,0,2,63,162,1341,Pass
DDD,2013-Oct,245653,F,Scotland,HE Qualification,70-80%,0-35,N,0,2,1,1,1,0,0,0,0,12,0,1,29,1,0,0,0,0,1,3,16,52,Fail
DDD,2013-Oct,245946,M,Wales,HE Qualification,40-50%,0-35,N,0,38,0,2,0,1,0,13,0,159,1,0,43,0,75,1,0,0,1,6,74,340,Pass
DDD,2013-Oct,248252,F,Yorkshire Region,HE Qualification,0-10%,35-55,N,0,29,1,0,2,7,1,3,0,96,0,0,99,0,0,0,0,1,1,4,22,244,Withdrawn
DDD,2013-Oct,248695,F,North Western Region,A Level or Equivalent,20-30%,0-35,N,0,114,13,1,1,2,0,119,1,201,1,16,337,0,92,0,0,0,2,38,112,938,Fail
DDD,2013-Oct,248961,M,South Region,A Level or Equivalent,80-90%,0-35,N,0,94,14,2,0,2,0,168,0,251,0,0,44,1,108,0,0,0,2,24,111,710,Pass
DDD,2013-Oct,249704,M,North Western Region,A Level or Equivalent,30-40%,0-35,N,0,27,1,2,0,5,0,36,0,63,1,0,35,0,32,0,0,0,2,5,50,209,Withdrawn
DDD,2013-Oct,250163,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,N,0,766,91,0,2,13,0,626,149,523,1,8,54,0,192,0,0,0,2,141,205,2568,Pass
DDD,2013-Oct,250644,F,Scotland,HE Qualification,20-30%,0-35,N,0,22,8,1,1,1,0,44,1,83,0,1,44,0,38,0,0,0,1,17,48,262,Withdrawn
DDD,2013-Oct,253579,M,North Region,A Level or Equivalent,10-20%,0-35,N,0,42,4,2,0,2,0,8,0,50,0,0,54,0,26,0,0,0,2,31,41,221,Withdrawn
DDD,2013-Oct,255622,F,South Region,HE Qualification,60-70%,0-35,N,0,9,7,1,1,1,0,0,0,10,0,1,9,1,0,0,0,0,1,11,16,52,Fail
DDD,2013-Oct,257167,M,South Region,Lower Than A Level,70-80%,0-35,N,1,148,11,2,0,22,0,206,0,470,0,5,193,2,73,0,0,0,1,64,162,1198,Pass
DDD,2013-Oct,258010,M,South Region,Lower Than A Level,50-60%,0-35,N,1,210,14,2,0,4,0,261,0,251,0,11,46,1,126,0,0,0,1,85,110,1013,Pass
DDD,2013-Oct,258042,F,South East Region,HE Qualification,60-70%,35-55,N,0,132,68,0,2,2,0,452,0,633,0,21,101,0,147,0,0,0,1,28,162,1587,Pass
DDD,2013-Oct,259060,F,North Region,Lower Than A Level,10-20%,0-35,N,1,71,3,1,1,5,0,37,0,78,0,0,156,0,16,0,0,0,1,40,73,410,Pass
DDD,2013-Oct,259641,M,North Region,A Level or Equivalent,10-20%,35-55,N,0,246,36,1,1,15,0,206,0,342,0,25,280,0,67,0,1,0,2,71,154,1293,Pass
DDD,2013-Oct,259951,F,South Region,A Level or Equivalent,70-80%,0-35,N,0,50,3,1,1,1,0,74,0,64,0,2,18,2,8,0,0,0,2,25,55,251,Pass
DDD,2013-Oct,261495,F,South West Region,A Level or Equivalent,40-50%,0-35,Y,0,425,63,1,1,19,0,369,1,539,1,4,193,0,89,0,0,1,1,85,164,1792,Withdrawn
DDD,2013-Oct,263524,F,Scotland,Lower Than A Level,60-70%,0-35,N,1,2,0,1,1,1,0,2,0,23,0,1,22,0,0,0,0,0,1,1,20,56,Fail
DDD,2013-Oct,266286,F,South West Region,HE Qualification,70-80%,35-55,N,0,619,32,0,2,9,0,518,29,247,0,19,159,1,141,0,0,0,1,137,142,1914,Pass
DDD,2013-Oct,266558,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,Y,0,23,1,2,0,2,0,48,0,68,0,1,59,0,16,0,0,2,1,11,51,234,Pass
DDD,2013-Oct,267871,M,Yorkshire Region,A Level or Equivalent,0-10%,35-55,N,0,124,8,1,1,5,1,38,0,130,0,5,130,0,31,0,0,1,2,51,81,528,Pass
DDD,2013-Oct,268817,F,North Western Region,Lower Than A Level,40-50%,0-35,Y,1,306,19,1,1,2,0,202,0,129,2,0,44,0,44,0,0,1,0,30,57,782,Withdrawn
DDD,2013-Oct,269065,M,South Region,A Level or Equivalent,40-50%,35-55,Y,0,10,3,1,1,1,0,188,0,70,1,1,6,1,4,0,0,1,1,8,36,297,Withdrawn
DDD,2013-Oct,270393,F,East Anglian Region,Lower Than A Level,0-10%,0-35,N,1,118,8,1,1,13,1,204,0,200,0,9,48,0,164,0,0,0,1,46,111,815,Pass
DDD,2013-Oct,270493,F,South Region,Lower Than A Level,50-60%,0-35,N,1,84,17,1,1,5,0,0,0,42,0,1,76,1,0,0,0,0,1,17,33,247,Fail
DDD,2013-Oct,271206,M,North Region,HE Qualification,50-60%,0-35,N,0,14,1,2,0,1,0,53,0,27,0,1,20,0,1,0,0,0,1,2,25,123,Fail
DDD,2013-Oct,271526,M,South Region,HE Qualification,80-90%,35-55,N,0,133,13,1,1,3,0,118,0,110,0,8,125,1,55,0,0,0,1,44,115,613,Pass
