code_module,code_presentation,gender,region,highest_education,imd_band,age_band,disability,total_dataplus_clicks,total_dualpane_clicks,total_external_quiz_clicks,total_folder_clicks,total_forum_clicks,total_glossary_clicks,total_homepage_clicks,total_hrml_clicks,total_collaborate_clicks,total_content_clicks,total_elluminate_clicks,total_wiki_clicks,total_page_clicks,total_questionnaire_clicks,total_quiz_clicks,total_repeated_clicks,total_resource_clicks,total_shared_clicks,total_subpage_clicks,total_url_clicks,total_activities,total_clicks,label
4,2,1,5,1,9,0,0,0,24,36,2,0,0,0,135,0,261,1,0,1251,0,191,1,0,124,1,15,128,2042,Pass
4,2,1,10,0,1,0,0,0,10,25,2,0,0,0,15,0,134,0,0,236,0,0,1,0,81,2,5,61,511,Pass
4,2,1,4,2,1,0,0,1,4,234,2,0,0,0,884,0,475,0,18,658,0,463,0,1,174,1,12,152,2927,Pass
4,2,1,0,1,4,0,0,0,95,41,2,0,1,0,208,0,239,1,4,323,0,203,0,0,126,1,32,150,1276,Pass
4,2,1,8,0,5,0,0,0,90,25,2,0,0,0,184,0,317,0,1,688,1,247,0,0,119,2,13,118,1689,Pass
4,2,1,9,0,9,0,0,0,9,68,2,0,0,0,255,0,343,0,8,690,0,278,1,0,153,2,5,125,1814,Distinction
4,2,1,6,1,2,0,0,0,18,10,2,0,0,0,35,1,68,0,3,268,0,0,0,0,106,1,26,42,538,Fail
4,2,1,3,2,1,1,0,1,37,45,1,1,0,0,196,1,382,0,3,855,0,453,2,0,234,1,30,120,2242,Pass
4,2,0,11,0,0,0,0,0,78,112,1,1,0,1,96,0,407,0,0,761,0,298,0,1,175,2,31,126,1964,Pass
4,2,1,5,1,7,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,7,7,Withdrawn
4,2,1,1,1,8,0,0,0,4,50,2,0,0,1,75,0,231,0,2,1031,0,229,0,0,197,1,25,109,1848,Pass
4,2,1,6,1,9,1,0,0,5,2,1,1,0,0,14,0,40,0,1,42,0,0,1,0,79,1,2,24,189,Fail
4,2,0,3,1,2,0,1,0,13,65,1,1,0,0,285,2,243,0,1,585,0,205,0,0,167,0,45,133,1613,Pass
4,2,1,5,1,8,0,0,0,0,5,2,0,0,0,0,0,28,1,0,90,0,6,0,0,62,1,5,34,200,Fail
4,2,1,8,4,9,2,0,0,86,26,1,0,1,0,55,0,142,0,2,1165,1,237,1,0,55,1,12,103,1785,Pass
4,2,1,3,0,4,0,0,0,47,20,2,0,0,0,54,1,138,1,0,449,0,95,0,0,89,2,41,95,939,Pass
4,2,0,3,0,6,0,0,0,65,29,1,3,0,0,0,1,165,0,16,455,0,54,4,0,94,2,28,65,917,Pass
4,2,1,5,0,2,1,0,0,51,31,1,1,0,0,18,1,136,1,0,473,0,164,0,0,9,2,20,105,908,Distinction
4,2,1,5,1,1,1,0,0,40,6,1,1,0,0,24,0,65,1,0,85,0,80,0,0,1,1,31,54,336,Pass
4,2,1,9,0,3,1,0,0,0,11,1,1,0,0,8,0,39,0,0,91,0,1,0,0,88,2,1,22,243,Withdrawn
4,2,1,4,1,1,1,0,0,14,22,1,1,0,0,32,0,232,0,2,690,0,0,4,1,231,1,24,97,1255,Fail
4,2,1,2,1,0,0,0,0,14,164,2,0,0,0,1095,0,658,0,5,590,0,221,0,1,24,1,31,134,2806,Pass
4,2,1,5,0,9,0,0,0,12,54,2,0,0,0,14,0,245,1,0,386,0,138,1,0,109,2,10,76,974,Pass
4,2,1,10,0,4,0,0,0,76,37,2,0,0,0,53,0,151,1,0,375,0,72,1,0,1,2,10,81,781,Pass
4,2,1,6,1,8,0,0,0,15,29,2,0,0,0,266,0,215,0,1,764,0,213,2,0,57,1,12,105,1577,Pass
4,2,1,6,1,7,1,0,0,22,28,1,1,0,0,45,0,86,0,1,173,1,5,0,0,10,1,8,54,382,Fail
4,2,1,6,1,9,1,0,0,24,27,1,1,0,0,92,0,212,0,1,606,0,47,1,0,7,1,18,88,1038,Pass
4,2,1,3,2,0,0,0,1,15,5,2,0,0,1,37,1,72,0,1,200,0,49,0,0,1,1,4,58,390,Fail
4,2,1,9,2,5,0,0,1,32,32,2,0,0,0,106,0,136,0,13,179,0,1,0,0,140,1,5,48,648,Fail
4,2,0,6,4,8,0,0,0,73,54,1,1,0,0,290,0,343,0,1,624,0,232,2,0,82,1,17,134,1721,Distinction
4,2,1,6,1,6,1,0,0,15,18,1,1,0,0,28,0,119,0,3,454,0,24,0,0,130,1,12,64,806,Pass
4,2,1,6,1,8,0,0,0,1,0,2,0,0,0,0,0,17,0,1,38,0,1,0,0,1,1,2,18,64,Fail
4,2,1,11,0,2,0,0,0,30,9,2,1,0,0,55,1,58,0,3,453,0,0,0,1,160,2,13,67,788,Fail
4,2,1,0,0,5,0,0,0,43,36,2,0,1,0,316,0,161,0,10,828,0,81,1,0,32,2,111,117,1624,Distinction
4,2,1,7,2,3,0,0,1,70,60,2,0,0,0,55,0,311,0,0,798,0,203,3,0,202,1,24,124,1730,Pass
4,2,1,9,2,6,0,0,1,0,15,2,0,0,0,32,0,83,0,3,528,0,151,0,0,80,1,13,78,909,Pass
4,2,1,5,0,4,0,0,0,2,2,2,0,0,0,9,0,9,2,0,50,0,0,0,0,2,2,1,19,81,Fail
4,2,1,12,0,8,1,0,0,15,53,1,1,0,0,20,0,214,0,0,890,0,371,0,0,91,2,16,96,1674,Distinction
4,2,1,0,0,2,0,0,0,7,7,2,0,1,0,7,1,46,0,0,106,0,0,0,0,82,2,1,22,262,Withdrawn
4,2,1,6,2,9,0,0,1,18,22,2,0,0,0,4,0,120,0,2,601,0,90,2,0,88,1,17,62,968,Fail
4,2,1,3,2,4,0,0,1,8,53,2,0,0,0,128,1,247,1,0,415,0,295,0,0,177,1,11,95,1340,Pass
4,2,1,6,2,4,1,0,1,13,4,1,1,0,0,14,0,109,1,1,407,0,18,0,0,111,1,12,57,694,Fail
4,2,1,3,0,1,1,0,0,119,68,1,1,0,0,60,1,265,0,3,762,0,313,2,0,98,2,75,129,1770,Pass
4,2,1,7,0,6,0,1,0,2,6,2,0,0,0,0,0,49,0,0,210,0,0,0,0,5,1,102,44,377,Pass
4,2,0,11,0,1,0,0,0,35,65,1,1,0,0,585,0,254,0,1,381,0,391,0,1,36,2,27,136,1780,Distinction
4,2,1,8,0,4,1,0,0,1,0,1,1,0,0,0,0,4,1,2,11,1,0,0,0,0,2,1,11,25,Withdrawn
4,2,1,9,0,3,0,0,0,68,33,2,0,0,0,1017,0,529,0,0,708,0,420,3,0,124,2,25,158,2931,Distinction
4,2,1,11,0,3,0,0,0,0,1,2,0,0,0,0,0,12,0,0,38,0,0,0,1,109,2,7,15,172,Withdrawn
4,2,1,3,0,0,0,0,0,64,68,2,0,0,1,79,1,195,0,0,579,0,0,0,0,172,2,4,103,1167,Pass
4,2,1,3,4,2,1,0,0,24,80,1,2,0,0,458,2,317,0,10,1366,0,316,10,0,165,1,35,145,2787,Distinction
4,2,1,8,0,8,0,0,0,0,20,2,0,0,0,14,0,136,0,1,397,1,136,0,0,13,2,8,60,730,Pass
4,2,1,10,1,4,1,0,0,80,58,1,1,0,0,222,0,330,1,1,973,0,143,3,0,87,1,29,141,1930,Pass
4,2,1,6,2,8,0,0,1,52,2,2,0,0,0,1,0,72,0,1,211,0,335,0,0,245,1,9,71,932,Pass
4,2,1,9,2,0,0,0,1,7,2,2,0,0,1,3,0,14,0,0,17,0,1,0,0,76,1,1,13,126,Fail
4,2,0,7,2,2,0,0,1,7,6,1,1,0,0,66,1,20,0,0,17,0,0,0,0,0,1,1,19,122,Fail
4,2,1,5,0,1,0,0,0,6,43,2,0,0,0,121,0,54,1,1,212,0,0,0,0,2,2,4,38,448,Fail
4,2,1,7,0,9,0,0,0,11,31,2,0,0,0,53,0,128,0,0,203,0,180,1,0,3,2,4,70,618,Pass
4,2,0,7,0,6,0,1,0,4,9,1,1,0,0,22,0,44,0,0,81,0,0,0,0,88,1,1,26,252,Withdrawn
4,2,1,3,2,2,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,7,7,Withdrawn
4,2,0,8,1,2,0,0,0,85,81,1,1,0,0,223,1,413,0,4,630,1,218,2,0,13,1,11,146,1685,Pass
4,2,1,1,0,7,0,0,0,18,61,2,0,0,1,60,0,147,0,0,184,1,32,0,0,2,2,6,98,516,Pass
4,2,1,0,2,5,0,1,1,1,0,2,0,1,0,2,0,3,0,1,4,0,0,0,0,1,0,1,11,17,Withdrawn
4,2,1,7,0,2,0,0,0,3,3,2,0,0,0,9,1,22,0,0,65,0,0,0,0,118,2,1,21,226,Withdrawn
4,2,1,0,1,6,0,0,0,14,39,2,0,1,0,8,0,142,0,2,245,0,127,0,0,113,1,11,85,705,Pass
4,2,1,9,2,0,1,0,1,1,2,1,1,0,1,1,0,42,0,0,35,0,1,0,0,115,1,1,20,203,Withdrawn
4,2,1,0,1,9,0,0,0,56,40,2,0,1,0,46,0,171,0,3,383,0,310,16,0,200,1,31,96,1260,Pass
4,2,1,10,2,8,0,0,1,4,12,2,0,0,0,129,0,148,0,0,574,0,250,1,0,98,1,27,79,1247,Pass
4,2,1,5,0,3,0,0,0,12,98,2,0,0,0,319,0,427,1,1,880,0,226,0,0,202,2,8,137,2178,Pass
4,2,1,3,3,2,0,0,0,85,6,2,2,0,0,13,2,275,0,0,917,0,0,2,0,144,1,26,78,1475,Pass
4,2,1,6,0,4,0,1,0,2,0,2,0,0,0,2,0,13,1,1,8,0,0,0,0,2,1,1,12,33,Fail
4,2,1,11,2,3,0,0,1,2,0,2,0,0,0,5,0,12,0,0,19,0,0,0,1,88,1,2,17,133,Fail
4,2,0,8,2,9,0,0,1,20,26,1,1,0,0,92,0,263,0,0,464,1,141,1,0,156,1,11,99,1179,Pass
4,2,1,0,0,8,0,0,0,0,2,2,0,1,0,0,0,23,0,0,79,0,1,0,0,5,2,1,22,116,Fail
4,2,1,10,0,0,0,0,0,4,10,2,0,0,1,12,0,105,0,0,212,0,0,1,0,106,2,199,51,654,Fail
4,2,0,6,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,7,7,Withdrawn
4,2,1,8,2,9,0,0,1,12,30,2,0,0,0,11,0,16,0,0,760,1,179,1,0,152,1,7,82,1173,Pass
4,2,0,7,2,8,1,0,1,52,56,0,2,0,0,85,0,396,0,0,1294,0,178,0,0,112,1,29,110,2206,Pass
4,2,1,1,2,4,0,0,1,4,43,2,0,0,1,15,0,207,1,0,673,0,37,0,0,94,1,9,79,1088,Pass
4,2,1,1,2,8,0,0,1,1,0,2,0,0,1,0,0,2,0,0,13,0,1,0,0,0,1,1,10,23,Withdrawn
4,2,1,10,2,6,0,0,1,22,32,2,0,0,0,349,0,185,0,0,498,0,279,1,0,143,1,62,81,1575,Pass
4,2,1,6,1,4,0,0,0,7,27,2,0,0,0,2,0,115,1,1,492,0,171,0,0,90,1,6,68,915,Pass
4,2,0,6,1,9,0,1,0,79,69,1,1,0,0,38,0,256,0,4,610,0,156,2,0,278,0,18,119,1512,Pass
4,2,1,0,0,9,0,0,0,0,0,2,0,1,0,0,0,21,0,0,1,0,0,1,0,0,2,1,11,29,Fail
4,2,1,6,0,8,0,0,0,28,20,2,0,0,0,8,0,104,0,1,261,0,1,0,0,66,2,17,42,510,Withdrawn
4,2,1,9,0,7,0,0,0,12,63,2,0,0,0,136,0,251,0,0,881,1,150,0,0,215,2,21,107,1734,Pass
4,2,1,3,2,5,1,0,1,185,217,1,2,0,0,1507,1,671,0,6,1253,0,970,19,0,107,1,89,209,5030,Pass
4,2,1,8,0,9,0,0,0,7,43,2,0,0,0,152,0,234,0,3,344,1,270,2,0,198,2,3,107,1261,Pass
4,2,1,0,0,9,0,1,0,2,11,2,0,1,0,4,0,28,0,4,187,0,0,1,0,40,1,1,35,282,Fail
4,2,1,1,2,8,1,0,1,17,5,1,1,0,1,7,0,167,0,0,352,0,2,0,0,125,1,1,50,681,Fail
4,2,1,10,2,2,0,0,1,1,0,2,0,0,0,0,1,2,0,0,26,0,0,1,0,0,1,1,10,36,Fail
4,2,1,0,0,5,0,0,0,3,27,2,0,1,0,65,0,206,0,8,349,0,340,0,0,3,2,4,90,1010,Distinction
4,2,1,8,2,9,1,0,1,58,75,1,1,0,0,1206,0,892,0,4,1565,1,706,9,1,213,1,36,179,4770,Pass
4,2,1,0,0,8,0,0,0,31,42,2,0,1,0,118,0,153,0,1,496,0,13,0,0,192,2,18,94,1069,Pass
4,2,0,9,0,9,0,0,0,61,100,1,3,0,0,167,0,372,0,10,1165,0,517,1,0,190,2,51,145,2640,Pass
4,2,1,5,1,6,0,0,0,2,33,2,0,0,0,70,0,102,1,0,252,0,90,0,0,28,1,7,51,588,Pass
4,2,1,11,2,6,1,0,1,13,7,1,1,0,0,31,0,35,0,0,34,0,0,0,1,89,1,2,29,216,Fail
4,2,1,9,1,8,0,0,0,2,33,2,0,0,0,8,0,210,0,3,766,0,95,0,0,75,1,6,101,1201,Pass
4,2,0,1,2,3,0,0,1,1,7,1,1,0,1,0,0,29,0,0,73,0,0,0,0,1,1,25,22,141,Withdrawn
4,2,1,6,0,5,0,0,0,1,5,2,0,0,0,1,0,64,0,2,263,0,0,0,0,124,2,1,33,465,Fail
4,2,1,0,0,1,0,0,0,82,92,2,0,1,0,639,0,701,0,1,575,0,349,4,0,72,2,20,141,2540,Pass
4,2,1,11,1,6,1,0,0,60,97,1,1,0,0,721,0,474,0,2,1761,0,333,0,1,5,1,23,164,3480,Pass
4,2,1,10,0,2,1,0,0,0,0,1,1,0,0,0,1,10,0,0,21,0,0,1,0,9,2,1,12,47,Fail
4,2,1,12,2,9,0,1,1,24,12,2,0,0,0,11,0,46,0,0,118,0,0,1,0,112,0,3,25,330,Withdrawn
4,2,1,7,0,4,0,0,0,20,67,2,0,0,0,269,0,358,1,0,1160,0,308,0,0,13,2,28,133,2228,Pass
4,2,1,0,2,6,0,0,1,0,22,2,0,1,0,32,0,132,0,0,706,0,262,0,0,7,1,8,90,1174,Pass
4,2,0,5,0,1,0,0,0,19,45,1,1,0,0,70,0,168,1,1,679,0,209,0,0,27,2,15,117,1238,Pass
4,2,1,5,0,6,0,0,0,2,36,2,0,0,0,139,0,405,1,0,923,0,260,0,0,189,2,11,111,1970,Pass
4,2,1,8,3,5,0,0,0,4,3,2,0,0,0,1,0,15,0,1,32,1,0,0,0,108,1,1,16,169,Withdrawn
4,2,1,10,2,2,0,1,1,12,0,2,0,0,0,49,1,31,0,0,63,0,0,1,0,26,0,1,26,187,Fail
4,2,1,9,0,5,0,0,0,10,6,2,0,0,0,2,0,59,0,1,187,0,1,0,0,5,2,9,32,284,Fail
4,2,0,12,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,7,7,Withdrawn
4,2,0,11,0,4,0,0,0,101,20,1,1,0,0,133,0,197,1,2,428,0,42,1,1,170,2,14,108,1114,Pass
4,2,1,6,1,2,0,0,0,8,62,2,0,0,0,60,1,209,0,7,730,0,55,0,0,137,1,8,100,1280,Distinction
4,2,1,8,2,8,0,0,1,1,16,2,0,0,0,38,0,88,0,3,609,1,1,0,0,11,1,1,39,773,Fail
4,2,1,0,2,6,0,0,1,62,28,2,0,1,0,716,0,198,0,0,492,0,288,0,0,183,1,36,119,2008,Pass
4,2,1,1,0,8,0,0,0,2,60,2,0,0,1,200,0,182,0,0,276,0,81,0,0,0,2,3,60,809,Fail
4,2,1,0,0,6,0,0,0,9,94,2,0,1,0,190,0,269,0,0,478,0,394,0,0,55,2,14,107,1508,Pass
4,2,1,3,0,1,1,0,0,5,1,1,1,0,0,1,1,12,0,0,123,0,0,0,0,1,2,1,21,149,Withdrawn
4,2,1,3,2,1,1,0,1,22,22,1,1,0,0,43,1,90,0,6,335,0,155,1,0,68,1,11,87,758,Pass
4,2,1,5,0,7,0,0,0,12,6,2,0,0,0,0,0,66,1,0,360,1,6,0,0,6,2,4,50,466,Fail
4,2,1,6,1,4,0,0,0,29,10,2,0,0,0,0,0,125,1,1,167,0,31,1,0,74,1,19,69,461,Pass
4,2,1,3,2,7,0,0,1,5,18,2,0,0,0,14,1,126,0,7,453,1,0,0,0,102,1,7,74,738,Pass
4,2,0,9,2,0,0,0,1,4,22,1,1,0,1,1,0,201,0,0,608,0,65,0,0,135,1,12,84,1053,Pass
4,2,1,6,1,3,0,0,0,21,30,2,0,0,0,119,0,94,0,1,368,0,142,0,0,68,1,15,85,861,Distinction
4,2,1,9,0,6,0,0,0,0,20,2,0,0,0,37,0,149,0,0,545,0,153,0,0,66,2,4,90,978,Distinction
4,2,1,6,0,2,1,0,0,17,109,1,1,0,0,374,1,398,0,1,726,0,100,0,0,91,2,10,124,1831,Distinction
4,2,1,8,0,4,1,0,0,39,11,1,1,0,0,45,0,116,1,0,269,1,157,0,0,82,2,27,67,752,Fail
4,2,1,8,0,8,0,0,0,6,1,2,0,0,0,6,0,17,0,2,9,1,1,0,0,71,2,1,21,119,Fail
4,2,1,3,0,4,0,0,0,1,1,2,0,0,0,0,1,4,1,0,11,0,0,0,0,0,2,1,11,24,Fail
4,2,1,9,2,7,0,0,1,0,42,2,0,0,0,36,0,245,0,1,710,1,161,0,0,89,1,7,71,1296,Pass
4,2,1,3,0,5,0,0,0,1,13,2,0,0,0,6,1,91,0,1,282,0,11,0,0,117,2,9,61,536,Fail
4,2,1,9,2,2,0,0,1,19,47,2,0,0,0,85,1,150,0,6,577,0,267,0,0,121,1,8,117,1285,Pass
4,2,1,7,2,8,0,0,1,0,0,2,0,0,0,0,0,12,0,0,16,0,1,0,0,0,1,1,9,34,Fail
4,2,1,8,2,1,0,0,1,38,7,2,3,0,0,1,0,28,0,1,144,1,0,0,0,2,1,5,33,234,Fail
4,2,1,9,2,1,1,0,1,3,60,1,1,0,0,22,0,216,0,5,270,0,317,0,0,6,1,5,81,908,Fail
4,2,1,10,0,2,0,0,0,6,1,2,0,0,0,0,1,15,0,0,28,0,0,1,0,14,2,1,17,71,Fail
4,2,0,11,2,2,0,0,1,10,4,1,1,0,0,18,1,26,0,4,56,0,0,0,1,119,1,1,28,244,Withdrawn
4,2,1,1,2,0,0,0,1,37,104,2,0,0,2,491,0,811,0,1,1094,0,866,0,0,162,1,21,137,3593,Pass
4,2,1,5,0,0,0,0,0,57,22,2,0,0,1,19,0,222,1,0,420,0,163,0,0,134,2,12,85,1055,Pass
4,2,1,6,1,9,1,0,0,14,0,1,1,0,0,13,0,12,0,1,26,0,0,1,0,2,1,2,15,74,Fail
4,2,1,11,0,7,0,0,0,7,10,2,0,0,0,14,0,30,0,3,33,1,0,0,1,2,2,1,25,106,Fail
4,2,1,3,2,8,0,1,1,82,43,2,0,0,0,50,1,188,0,0,249,0,56,1,0,100,0,6,65,779,Fail
4,2,1,0,2,3,1,1,1,74,130,1,1,1,0,1083,0,782,0,7,1832,0,666,8,0,238,0,75,188,4899,Distinction
4,2,1,12,2,4,0,0,1,17,11,2,1,0,0,8,0,75,1,0,132,0,0,0,0,81,1,13,26,343,Fail
4,2,1,3,0,1,0,1,0,4,6,2,0,0,0,32,1,28,0,1,177,0,0,0,0,86,1,6,42,344,Pass
4,2,1,8,2,4,0,0,1,2,7,2,0,0,0,27,0,50,1,0,138,1,0,0,0,108,1,1,30,339,Fail
4,2,1,3,2,0,0,0,1,9,3,2,0,0,1,0,1,64,0,0,201,0,8,0,0,75,1,3,55,369,Pass
4,2,1,1,0,8,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,2,1,9,9,Withdrawn
4,2,1,8,0,5,1,0,0,2,6,1,1,0,0,63,0,57,0,2,207,1,88,0,0,8,2,8,51,446,Fail
4,2,1,7,2,3,0,0,1,17,51,2,0,0,0,216,0,331,0,1,1045,0,414,1,0,168,1,19,138,2267,Pass
4,2,1,8,0,9,0,0,0,29,23,2,0,0,0,158,0,134,0,0,337,1,0,1,0,74,2,12,97,773,Pass
4,2,1,5,0,3,0,0,0,6,5,2,1,0,0,11,0,15,1,1,86,0,0,0,0,3,2,3,22,136,Fail
4,2,1,11,1,6,0,0,0,96,53,2,0,0,0,73,0,291,0,10,1599,0,324,1,1,221,1,30,109,2702,Pass
4,2,1,1,2,0,1,0,1,34,60,1,1,0,2,115,0,202,0,0,378,0,81,1,0,77,1,24,117,978,Pass
4,2,1,9,0,6,0,0,0,29,31,2,0,0,0,196,0,210,0,1,446,0,81,0,0,175,2,17,96,1190,Pass
4,2,1,8,0,1,0,0,0,7,7,2,0,0,0,10,0,24,0,0,45,1,0,0,0,1,2,1,20,100,Fail
4,2,1,9,2,3,0,0,1,79,112,2,0,0,0,356,0,542,0,1,1071,0,546,1,0,136,1,21,155,2869,Pass
4,2,1,6,0,4,0,0,0,1,63,2,0,0,0,56,0,351,1,1,1207,0,361,0,0,159,2,20,107,2224,Pass
4,2,1,8,0,9,1,1,0,16,6,1,1,0,0,25,0,58,0,0,106,1,0,1,0,98,1,2,34,316,Fail
4,2,0,6,0,6,0,0,0,0,0,1,1,0,0,0,0,5,0,1,7,0,0,0,0,0,2,1,9,18,Withdrawn
4,2,1,6,0,4,0,0,0,4,5,2,0,0,0,21,0,23,1,1,60,0,0,0,0,114,2,1,20,234,Withdrawn
4,2,1,0,2,5,1,0,1,13,3,1,1,1,0,2,0,80,0,9,226,0,0,0,0,113,1,2,40,453,Fail
4,2,1,3,0,1,0,0,0,5,1,2,0,0,0,4,1,63,0,0,59,0,0,0,0,9,2,5,47,151,Fail
4,2,0,0,2,1,1,0,1,10,2,0,2,1,0,1,0,36,0,2,45,0,0,0,0,108,1,8,22,217,Withdrawn
4,2,1,5,2,4,0,0,1,12,13,2,0,0,0,14,0,48,2,3,58,0,0,1,0,5,1,1,31,161,Fail
4,2,1,7,0,7,0,0,0,18,62,2,0,0,0,111,0,218,0,0,590,1,199,0,0,80,2,14,112,1297,Pass
4,2,1,6,0,9,0,0,0,54,50,2,0,0,0,50,0,138,0,1,322,0,122,1,0,99,2,6,93,847,Pass
4,2,1,12,2,0,0,0,1,3,10,2,0,0,0,8,0,67,0,0,75,0,0,0,1,129,1,1,23,298,Withdrawn
4,2,1,4,2,1,0,0,1,8,1,2,0,0,0,1,0,27,0,0,41,0,0,4,0,114,1,14,29,214,Fail
4,2,1,3,1,3,0,0,0,10,24,2,0,0,0,51,1,92,0,4,659,0,192,0,0,92,1,12,104,1140,Distinction
4,2,1,3,0,1,0,0,0,1,4,2,0,0,0,4,1,28,0,0,99,0,0,0,0,83,2,2,20,226,Withdrawn
4,2,1,4,4,1,1,0,0,5,78,1,1,0,0,153,0,608,0,7,1045,0,203,0,1,168,1,59,139,2330,Pass
4,2,1,6,2,9,0,0,1,43,65,2,0,0,0,53,0,228,0,5,542,0,284,2,0,25,1,10,129,1261,Distinction
4,2,1,4,4,1,0,0,0,55,65,2,0,0,0,619,0,481,0,0,1079,0,266,0,1,224,1,25,131,2818,Pass
4,2,1,6,4,9,1,0,0,2,1,1,1,0,0,0,0,10,0,1,53,0,0,1,0,1,1,1,16,73,Fail
4,2,0,6,1,2,0,0,0,1,0,1,1,0,0,0,1,1,0,1,12,0,0,0,0,0,1,2,10,21,Fail
4,2,1,0,2,1,0,0,1,11,3,2,2,1,0,5,0,72,0,2,225,0,2,0,0,105,1,6,55,438,Pass
4,2,1,12,2,1,0,0,1,23,1,2,0,0,0,1,0,27,0,0,161,0,0,0,0,11,1,1,25,229,Fail
4,2,1,7,0,8,1,0,0,5,3,1,1,0,0,16,0,15,0,0,23,0,1,0,0,0,2,1,19,68,Fail
4,2,1,2,4,0,1,0,0,37,20,1,1,0,0,131,0,146,0,8,641,0,0,0,1,4,1,14,56,1005,Fail
4,2,1,6,4,8,1,0,0,56,31,1,1,0,0,53,0,147,0,1,606,0,149,1,0,87,1,31,94,1165,Pass
4,2,1,8,1,4,1,0,0,58,44,1,1,0,0,28,0,216,1,2,527,1,168,0,0,146,1,10,97,1204,Pass
4,2,1,6,0,6,0,0,0,79,77,2,0,0,0,318,0,366,0,2,752,0,396,0,0,77,2,40,152,2111,Distinction
4,2,1,1,1,9,1,0,0,70,31,1,1,0,1,88,0,168,0,0,345,0,113,1,0,7,1,18,85,845,Pass
4,2,1,12,1,9,0,0,0,34,87,2,0,0,0,53,0,361,0,0,822,0,321,6,0,98,1,15,132,1800,Distinction
4,2,1,4,0,4,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,7,7,Withdrawn
4,2,1,1,0,5,0,0,0,11,6,2,0,0,1,0,0,19,0,1,58,0,0,0,0,73,2,1,18,174,Fail
4,2,1,9,1,6,0,0,0,14,8,2,0,0,0,20,0,50,0,10,168,0,238,0,0,1,1,4,54,516,Fail
4,2,1,11,0,1,0,0,0,27,127,2,0,0,0,736,0,891,0,2,1840,0,912,4,1,165,2,17,160,4726,Pass
4,2,1,3,2,1,0,0,1,26,5,2,1,0,0,75,1,62,0,0,131,0,0,0,0,89,1,2,32,396,Fail
4,2,0,6,2,8,0,0,1,9,5,1,1,0,0,0,0,3,0,1,8,0,1,0,0,0,1,1,12,32,Fail
4,2,1,0,3,2,0,0,0,36,55,2,0,1,0,103,1,229,0,2,505,0,155,0,0,88,1,5,79,1183,Withdrawn
4,2,1,6,1,8,0,0,0,39,41,2,0,0,0,909,0,450,0,2,1016,0,202,1,0,188,1,77,157,2928,Pass
4,2,1,9,2,6,0,0,1,46,15,2,0,0,0,190,0,155,0,1,589,0,20,0,0,224,1,19,102,1263,Fail
4,2,0,5,2,2,0,0,1,23,10,1,1,0,0,16,1,62,1,0,156,0,0,0,0,112,1,5,32,390,Withdrawn
4,2,1,2,0,7,0,0,0,1,15,2,0,0,0,70,0,78,0,1,176,1,0,0,0,103,2,7,48,456,Withdrawn
4,2,1,4,0,3,0,0,0,2,35,2,0,0,0,152,0,131,0,0,290,0,256,0,0,113,2,8,87,991,Pass
4,2,1,1,2,2,0,0,1,0,0,2,0,0,1,0,1,2,0,0,12,0,0,0,0,1,1,1,10,22,Fail
4,2,1,4,0,5,0,0,0,76,27,2,0,0,0,309,0,234,0,2,747,0,105,0,0,116,2,18,131,1638,Pass
4,2,1,8,2,7,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,7,7,Withdrawn
4,2,1,5,1,7,1,0,0,14,74,1,1,0,0,307,0,384,1,3,1096,1,311,0,0,152,1,24,127,2370,Pass
4,2,1,7,0,5,0,0,0,7,26,2,0,0,0,48,0,72,0,1,229,0,59,0,0,150,2,4,62,600,Pass
4,2,0,4,2,0,0,1,1,5,0,1,1,0,1,6,0,13,0,0,114,0,0,0,0,109,0,2,22,253,Fail
4,2,1,8,0,7,0,0,0,15,80,2,0,0,0,514,0,498,0,0,1117,2,353,0,0,158,2,11,148,2752,Pass
4,2,1,6,1,3,0,0,0,10,8,2,0,0,0,1,0,62,0,1,265,0,104,0,0,86,1,4,54,544,Pass
4,2,0,6,1,9,0,1,0,13,29,1,1,0,0,11,0,114,0,1,254,0,100,1,0,212,0,9,62,746,Pass
4,2,1,12,2,5,1,0,1,30,29,1,1,0,0,478,0,211,0,3,419,0,98,0,0,18,1,13,89,1303,Pass
4,2,1,7,2,8,0,0,1,32,70,2,0,0,0,121,0,383,0,6,898,0,304,0,0,16,1,45,116,1879,Distinction
4,2,1,8,2,8,0,0,1,50,65,2,0,0,0,49,0,182,0,0,363,1,112,0,0,84,1,10,113,920,Pass
4,2,1,4,1,5,0,0,0,62,95,2,2,0,0,792,0,519,0,16,777,0,702,0,0,76,1,12,133,3056,Distinction
4,2,1,5,2,6,0,0,1,11,24,2,0,0,0,271,0,163,1,3,1268,0,367,1,0,119,1,33,120,2265,Pass
